transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value
TXN000251,C1283,15322.41,Net Banking,2026-01-06 22:48:51.413141,Abandoned,Checkout Abandoned,834,25,18,7,145558.78
TXN000252,C1383,9337.25,Credit Card,2026-01-06 23:23:07.938793,Success,,89,16,16,0,133166.4
TXN000253,C0710,19326.59,UPI,2026-01-06 23:57:24.464446,Success,,793,5,2,3,35666.43
TXN000254,C1480,4344.52,UPI,2026-01-07 00:31:40.990099,Failed,Card Declined,446,8,7,1,93335.6
TXN000255,C1435,9674.44,UPI,2026-01-07 01:05:57.515751,Success,,129,30,1,29,54713.6
TXN000256,C0649,8739.28,Credit Card,2026-01-07 01:40:14.041404,Failed,Bank Timeout,143,19,15,4,70555.48
TXN000257,C0318,10852.0,Debit Card,2026-01-07 02:14:30.567056,Success,,414,25,22,3,129201.28
TXN000258,C1701,19566.32,Credit Card,2026-01-07 02:48:47.092709,Success,,726,25,8,17,110489.04
TXN000259,C1249,12155.91,UPI,2026-01-07 03:23:03.618361,Success,,274,24,9,15,36147.16
TXN000260,C1843,19870.96,Debit Card,2026-01-07 03:57:20.144014,Abandoned,Checkout Abandoned,242,18,9,9,47740.96
TXN000261,C1258,14454.57,Net Banking,2026-01-07 04:31:36.669666,Failed,Network Error,456,26,2,24,43811.71
TXN000262,C0684,8617.53,Debit Card,2026-01-07 05:05:53.195319,Failed,Technical Error,436,22,16,6,117209.09
TXN000263,C0664,20268.47,Net Banking,2026-01-07 05:40:09.720972,Success,,37,20,13,7,73768.22
TXN000264,C1999,6033.41,UPI,2026-01-07 06:14:26.246624,Success,,310,25,18,7,142633.28
TXN000265,C1851,5687.14,Net Banking,2026-01-07 06:48:42.772277,Success,,579,16,13,3,122594.73
TXN000266,C1398,12662.12,UPI,2026-01-07 07:22:59.297929,Failed,Bank Timeout,38,6,2,4,32073.57
TXN000267,C1696,6595.15,UPI,2026-01-07 07:57:15.823582,Success,,872,7,1,6,117998.45
TXN000268,C1632,326.27,Net Banking,2026-01-07 08:31:32.349234,Success,,386,14,6,8,76158.86
TXN000269,C1496,16242.61,Wallet,2026-01-07 09:05:48.874887,Success,,322,5,4,1,38429.66
TXN000270,C1257,12826.24,Debit Card,2026-01-07 09:40:05.400540,Success,,42,0,0,0,54818.1
TXN000271,C1716,11193.39,UPI,2026-01-07 10:14:21.926192,Success,,463,8,5,3,145832.85
TXN000272,C1137,24177.52,UPI,2026-01-07 10:48:38.451845,Success,,629,6,3,3,72852.24
TXN000273,C1854,14322.86,Credit Card,2026-01-07 11:22:54.977497,Success,,510,29,8,21,108081.07
TXN000274,C1521,21599.45,Net Banking,2026-01-07 11:57:11.503150,Failed,Network Error,281,21,9,12,71824.25
TXN000275,C0442,3572.31,UPI,2026-01-07 12:31:28.028802,Success,,510,19,18,1,56047.81
TXN000276,C0564,14273.24,Net Banking,2026-01-07 13:05:44.554455,Success,,866,18,15,3,119564.79
TXN000277,C1292,21712.69,UPI,2026-01-07 13:40:01.080108,Success,,712,3,0,3,127324.49
TXN000278,C1534,14619.33,Net Banking,2026-01-07 14:14:17.605760,Abandoned,Checkout Abandoned,602,0,0,0,11247.43
TXN000279,C1831,17978.55,Wallet,2026-01-07 14:48:34.131413,Success,,91,8,4,4,42207.15
TXN000280,C1410,9363.88,UPI,2026-01-07 15:22:50.657065,Success,,617,1,0,1,76426.72
TXN000281,C1411,2401.99,UPI,2026-01-07 15:57:07.182718,Success,,155,15,8,7,47816.41
TXN000282,C1137,11501.72,Net Banking,2026-01-07 16:31:23.708370,Success,,578,1,0,1,117645.66
TXN000283,C1637,9922.54,Credit Card,2026-01-07 17:05:40.234023,Abandoned,Checkout Abandoned,739,2,0,2,17652.64
TXN000284,C1649,21689.8,Debit Card,2026-01-07 17:39:56.759675,Failed,Bank Timeout,763,13,10,3,119770.84
TXN000285,C0952,6175.48,Credit Card,2026-01-07 18:14:13.285328,Success,,293,12,10,2,92874.02
TXN000286,C1105,24171.68,UPI,2026-01-07 18:48:29.810981,Success,,689,16,12,4,43760.47
TXN000287,C0699,23957.64,Net Banking,2026-01-07 19:22:46.336633,Success,,145,9,5,4,51995.98
TXN000288,C0113,6266.03,UPI,2026-01-07 19:57:02.862286,Success,,662,2,0,2,27843.42
TXN000289,C0002,8766.49,Wallet,2026-01-07 20:31:19.387938,Success,,181,3,2,1,38259.72
TXN000290,C0642,22399.34,UPI,2026-01-07 21:05:35.913591,Success,,898,24,5,19,107731.7
TXN000291,C0220,24168.89,Debit Card,2026-01-07 21:39:52.439243,Success,,568,4,4,0,56694.68
TXN000292,C1590,11141.63,UPI,2026-01-07 22:14:08.964896,Abandoned,Checkout Abandoned,19,10,6,4,103278.88
TXN000293,C0855,8092.83,UPI,2026-01-07 22:48:25.490549,Success,,306,5,2,3,77359.08
TXN000294,C1760,13199.74,UPI,2026-01-07 23:22:42.016201,Success,,716,28,10,18,22222.01
TXN000295,C1249,17225.45,Debit Card,2026-01-07 23:56:58.541854,Success,,339,0,0,0,75111.06
TXN000296,C0385,6909.52,Credit Card,2026-01-08 00:31:15.067506,Success,,442,18,5,13,113592.24
TXN000297,C1427,18438.18,Net Banking,2026-01-08 01:05:31.593159,Failed,Technical Error,457,29,24,5,45002.49
TXN000298,C1662,1386.27,UPI,2026-01-08 01:39:48.118811,Success,,24,6,0,6,97388.21
TXN000299,C1154,1327.43,Debit Card,2026-01-08 02:14:04.644464,Success,,225,22,19,3,30255.38
TXN000300,C1077,9718.56,Debit Card,2026-01-08 02:48:21.170117,Success,,710,9,8,1,20786.99
TXN000301,C1708,8901.48,UPI,2026-01-08 03:22:37.695769,Success,,262,28,17,11,54353.81
TXN000302,C0730,7959.27,UPI,2026-01-08 03:56:54.221422,Abandoned,Checkout Abandoned,339,11,7,4,58685.94
TXN000303,C1696,12326.39,Credit Card,2026-01-08 04:31:10.747074,Success,,573,11,1,10,114270.94
TXN000304,C1734,8086.27,UPI,2026-01-08 05:05:27.272727,Abandoned,Checkout Abandoned,439,30,4,26,69281.77
TXN000305,C1440,4887.22,UPI,2026-01-08 05:39:43.798379,Abandoned,Checkout Abandoned,68,28,5,23,12644.62
TXN000306,C0247,7805.79,Debit Card,2026-01-08 06:14:00.324032,Abandoned,Checkout Abandoned,185,0,0,0,95282.93
TXN000307,C0836,24375.12,UPI,2026-01-08 06:48:16.849684,Failed,Card Declined,383,8,1,7,70653.36
TXN000308,C1463,10336.72,Debit Card,2026-01-08 07:22:33.375337,Success,,304,16,3,13,50080.66
TXN000309,C0203,11173.35,Wallet,2026-01-08 07:56:49.900990,Abandoned,Checkout Abandoned,647,22,18,4,120431.71
TXN000310,C1208,14455.97,Credit Card,2026-01-08 08:31:06.426642,Success,,563,11,3,8,23580.53
TXN000311,C0123,24585.19,Credit Card,2026-01-08 09:05:22.952295,Success,,316,27,15,12,137025.25
TXN000312,C0401,6115.87,UPI,2026-01-08 09:39:39.477947,Success,,827,1,0,1,50442.19
TXN000313,C0767,17063.92,Net Banking,2026-01-08 10:13:56.003600,Success,,357,8,0,8,69410.75
TXN000314,C0294,17928.02,UPI,2026-01-08 10:48:12.529252,Success,,370,11,7,4,139420.33
TXN000315,C0280,15222.38,Credit Card,2026-01-08 11:22:29.054905,Success,,775,27,16,11,114305.35
TXN000316,C1861,2305.6,Wallet,2026-01-08 11:56:45.580558,Success,,75,24,4,20,11608.21
TXN000317,C0884,16954.12,Credit Card,2026-01-08 12:31:02.106210,Success,,579,24,15,9,86955.38
TXN000318,C1634,1695.96,Debit Card,2026-01-08 13:05:18.631863,Success,,648,3,0,3,46899.25
TXN000319,C0198,14943.95,UPI,2026-01-08 13:39:35.157515,Failed,Technical Error,525,21,2,19,76518.99
TXN000320,C0982,18515.57,UPI,2026-01-08 14:13:51.683168,Success,,244,28,9,19,111573.87
TXN000321,C1931,5353.15,Debit Card,2026-01-08 14:48:08.208820,Success,,442,11,1,10,74677.85
TXN000322,C1535,21056.39,UPI,2026-01-08 15:22:24.734473,Success,,396,17,17,0,11117.77
TXN000323,C0752,855.81,Debit Card,2026-01-08 15:56:41.260126,Success,,41,2,1,1,79732.09
TXN000324,C0144,21110.94,UPI,2026-01-08 16:30:57.785778,Success,,696,21,16,5,4107.39
TXN000325,C0609,11562.19,Net Banking,2026-01-08 17:05:14.311431,Success,,583,0,0,0,52587.2
TXN000326,C1225,5517.94,UPI,2026-01-08 17:39:30.837083,Success,,235,22,10,12,71965.56
TXN000327,C1148,3431.08,Credit Card,2026-01-08 18:13:47.362736,Success,,153,17,8,9,96878.7
TXN000328,C0187,23837.35,Credit Card,2026-01-08 18:48:03.888388,Success,,461,23,10,13,76177.91
TXN000329,C1350,1909.37,Credit Card,2026-01-08 19:22:20.414041,Abandoned,Checkout Abandoned,27,20,8,12,23216.05
TXN000330,C0464,5057.43,UPI,2026-01-08 19:56:36.939693,Success,,741,22,16,6,139866.53
TXN000331,C1373,8760.78,Credit Card,2026-01-08 20:30:53.465346,Failed,Card Declined,755,7,3,4,97719.8
TXN000332,C1795,15543.85,UPI,2026-01-08 21:05:09.990999,Success,,399,18,4,14,47886.68
TXN000333,C0660,13665.55,UPI,2026-01-08 21:39:26.516651,Success,,756,21,11,10,144907.98
TXN000334,C0764,3228.52,UPI,2026-01-08 22:13:43.042304,Abandoned,Checkout Abandoned,371,27,17,10,132445.35
TXN000335,C0955,7314.23,Credit Card,2026-01-08 22:47:59.567956,Failed,Technical Error,330,24,24,0,21951.77
TXN000336,C1956,6044.92,UPI,2026-01-08 23:22:16.093609,Success,,601,3,0,3,98486.65
TXN000337,C0403,5417.22,Wallet,2026-01-08 23:56:32.619261,Success,,302,25,15,10,84230.38
TXN000338,C1370,10337.49,Credit Card,2026-01-09 00:30:49.144914,Success,,82,22,8,14,29324.93
TXN000339,C1987,17630.38,UPI,2026-01-09 01:05:05.670567,Success,,858,15,7,8,35404.53
TXN000340,C1535,5514.58,Credit Card,2026-01-09 01:39:22.196219,Success,,109,30,5,25,84784.18
TXN000341,C0147,9230.3,Net Banking,2026-01-09 02:13:38.721872,Failed,Insufficient Balance,491,16,16,0,48532.6
TXN000342,C1172,9833.84,UPI,2026-01-09 02:47:55.247524,Failed,Bank Timeout,265,27,13,14,125307.3
TXN000343,C0864,24413.77,Debit Card,2026-01-09 03:22:11.773177,Success,,324,22,20,2,15112.02
TXN000344,C1735,23871.19,Credit Card,2026-01-09 03:56:28.298829,Failed,Bank Timeout,872,8,7,1,137147.6
TXN000345,C1844,20023.43,UPI,2026-01-09 04:30:44.824482,Failed,Insufficient Balance,171,25,13,12,126162.61
TXN000346,C0489,6117.31,Net Banking,2026-01-09 05:05:01.350135,Success,,302,7,3,4,110924.21
TXN000347,C0929,1794.13,UPI,2026-01-09 05:39:17.875787,Success,,171,19,7,12,39753.8
TXN000348,C1960,7990.91,UPI,2026-01-09 06:13:34.401440,Success,,878,18,16,2,107386.2
TXN000349,C1664,6743.18,Net Banking,2026-01-09 06:47:50.927092,Failed,Card Declined,650,6,0,6,66096.08
TXN000350,C0551,12697.55,Credit Card,2026-01-09 07:22:07.452745,Failed,Bank Timeout,318,28,2,26,95246.81
TXN000351,C0338,19465.42,Net Banking,2026-01-09 07:56:23.978397,Success,,774,11,0,11,47226.89
TXN000352,C0872,21472.24,Credit Card,2026-01-09 08:30:40.504050,Success,,583,0,0,0,125460.75
TXN000353,C0641,21137.12,Debit Card,2026-01-09 09:04:57.029702,Failed,Insufficient Balance,152,23,19,4,6566.13
TXN000354,C1803,9055.92,Net Banking,2026-01-09 09:39:13.555355,Failed,Bank Timeout,232,29,2,27,103873.23
TXN000355,C1977,17212.14,UPI,2026-01-09 10:13:30.081008,Success,,316,27,6,21,124380.37
TXN000356,C0473,7889.57,Debit Card,2026-01-09 10:47:46.606660,Success,,23,16,10,6,97141.0
TXN000357,C1970,1616.55,Credit Card,2026-01-09 11:22:03.132313,Failed,Network Error,885,22,14,8,29202.77
TXN000358,C0151,17568.98,UPI,2026-01-09 11:56:19.657965,Success,,619,5,2,3,43104.63
TXN000359,C1439,344.71,Credit Card,2026-01-09 12:30:36.183618,Success,,580,25,4,21,77478.34
TXN000360,C1322,10288.65,UPI,2026-01-09 13:04:52.709270,Failed,Card Declined,189,23,16,7,49752.64
TXN000361,C1635,8301.54,Debit Card,2026-01-09 13:39:09.234923,Success,,522,21,4,17,1235.01
TXN000362,C0263,17365.1,Credit Card,2026-01-09 14:13:25.760576,Failed,Network Error,236,4,0,4,6581.38
TXN000363,C1788,19179.51,Wallet,2026-01-09 14:47:42.286228,Success,,468,24,21,3,115281.38
TXN000364,C0144,7671.96,UPI,2026-01-09 15:21:58.811881,Success,,154,19,6,13,13014.22
TXN000365,C0346,20309.51,Credit Card,2026-01-09 15:56:15.337533,Success,,833,6,0,6,139239.27
TXN000366,C0624,7418.53,UPI,2026-01-09 16:30:31.863186,Success,,654,21,7,14,66689.1
TXN000367,C1017,11213.53,Credit Card,2026-01-09 17:04:48.388838,Success,,666,25,11,14,113848.9
TXN000368,C1596,18202.76,Debit Card,2026-01-09 17:39:04.914491,Success,,795,21,1,20,19262.94
TXN000369,C0881,17353.71,Debit Card,2026-01-09 18:13:21.440144,Success,,866,26,16,10,139012.86
TXN000370,C0002,24685.47,Net Banking,2026-01-09 18:47:37.965796,Abandoned,Checkout Abandoned,832,11,5,6,5554.42
TXN000371,C0897,5706.51,Net Banking,2026-01-09 19:21:54.491449,Success,,492,4,3,1,6799.51
TXN000372,C1328,16591.72,UPI,2026-01-09 19:56:11.017101,Success,,568,1,1,0,8660.57
TXN000373,C0254,15281.08,UPI,2026-01-09 20:30:27.542754,Success,,729,3,1,2,15959.52
TXN000374,C1676,22885.95,Debit Card,2026-01-09 21:04:44.068406,Success,,760,16,2,14,73281.33
TXN000375,C0453,3993.42,Credit Card,2026-01-09 21:39:00.594059,Success,,442,24,18,6,118347.33
TXN000376,C1061,18819.77,UPI,2026-01-09 22:13:17.119711,Success,,251,24,13,11,43099.7
TXN000377,C1184,14249.89,Credit Card,2026-01-09 22:47:33.645364,Failed,Card Declined,625,7,7,0,111993.63
TXN000378,C1015,6939.18,UPI,2026-01-09 23:21:50.171017,Success,,286,19,6,13,116222.12
TXN000379,C0009,11913.43,UPI,2026-01-09 23:56:06.696669,Success,,678,4,4,0,136287.46
TXN000380,C1257,8411.04,Net Banking,2026-01-10 00:30:23.222322,Success,,197,16,2,14,22828.11
TXN000381,C1123,14524.9,UPI,2026-01-10 01:04:39.747974,Success,,695,19,0,19,20762.41
TXN000382,C1683,22236.12,UPI,2026-01-10 01:38:56.273627,Success,,109,3,2,1,18753.21
TXN000383,C0816,14275.69,UPI,2026-01-10 02:13:12.799279,Failed,Insufficient Balance,531,30,18,12,54216.94
TXN000384,C0208,15829.89,Net Banking,2026-01-10 02:47:29.324932,Success,,93,20,14,6,73667.19
TXN000385,C1155,13016.82,Wallet,2026-01-10 03:21:45.850585,Success,,62,17,0,17,69510.6
TXN000386,C0404,1374.02,Debit Card,2026-01-10 03:56:02.376237,Success,,136,17,4,13,38928.79
TXN000387,C0152,5898.18,UPI,2026-01-10 04:30:18.901890,Abandoned,Checkout Abandoned,656,27,19,8,93485.95
TXN000388,C0054,12350.84,Wallet,2026-01-10 05:04:35.427542,Success,,295,17,10,7,51071.91
TXN000389,C1144,7824.86,Debit Card,2026-01-10 05:38:51.953195,Success,,870,15,15,0,55229.41
TXN000390,C1697,4625.91,Net Banking,2026-01-10 06:13:08.478847,Success,,64,10,5,5,16276.74
TXN000391,C1944,12652.91,Debit Card,2026-01-10 06:47:25.004500,Failed,Card Declined,765,7,1,6,89038.58
TXN000392,C0628,8137.96,UPI,2026-01-10 07:21:41.530153,Success,,586,28,19,9,98464.42
TXN000393,C0587,6526.88,Credit Card,2026-01-10 07:55:58.055805,Success,,30,11,8,3,113813.56
TXN000394,C1649,11653.24,UPI,2026-01-10 08:30:14.581458,Failed,Card Declined,784,17,14,3,135649.38
TXN000395,C1992,3418.78,UPI,2026-01-10 09:04:31.107110,Success,,309,21,10,11,115017.67
TXN000396,C1444,23200.87,Debit Card,2026-01-10 09:38:47.632763,Success,,845,17,4,13,35743.68
TXN000397,C1446,21705.78,Net Banking,2026-01-10 10:13:04.158415,Success,,368,28,14,14,35730.45
TXN000398,C0104,17719.75,Debit Card,2026-01-10 10:47:20.684068,Success,,769,7,7,0,137305.54
TXN000399,C1876,2744.72,Credit Card,2026-01-10 11:21:37.209720,Success,,152,15,1,14,118624.97
TXN000400,C0254,19419.34,UPI,2026-01-10 11:55:53.735373,Success,,619,29,11,18,117445.84
TXN000401,C1251,20218.14,UPI,2026-01-10 12:30:10.261026,Abandoned,Checkout Abandoned,11,16,6,10,108097.19
TXN000402,C1136,19217.34,UPI,2026-01-10 13:04:26.786678,Success,,366,1,1,0,40446.7
TXN000403,C0510,2937.75,Credit Card,2026-01-10 13:38:43.312331,Success,,652,29,7,22,127187.85
TXN000404,C1497,16133.31,Credit Card,2026-01-10 14:12:59.837983,Failed,Insufficient Balance,697,20,8,12,21861.26
TXN000405,C0099,20874.69,UPI,2026-01-10 14:47:16.363636,Success,,461,21,4,17,52827.63
TXN000406,C0153,14476.1,Wallet,2026-01-10 15:21:32.889288,Success,,56,14,14,0,52297.94
TXN000407,C1885,16195.54,UPI,2026-01-10 15:55:49.414941,Success,,762,24,18,6,84239.76
TXN000408,C0914,11513.25,Net Banking,2026-01-10 16:30:05.940594,Success,,436,21,18,3,69784.81
TXN000409,C1920,13264.81,Credit Card,2026-01-10 17:04:22.466246,Failed,Card Declined,877,23,12,11,69241.32
TXN000410,C0878,955.98,UPI,2026-01-10 17:38:38.991899,Success,,548,30,12,18,83259.08
TXN000411,C0338,16010.18,Debit Card,2026-01-10 18:12:55.517551,Success,,557,27,5,22,62605.06
TXN000412,C1730,2128.04,Debit Card,2026-01-10 18:47:12.043204,Failed,Bank Timeout,860,6,5,1,37872.49
TXN000413,C0822,10931.86,Credit Card,2026-01-10 19:21:28.568856,Success,,875,0,0,0,99786.05
TXN000414,C1187,7387.11,Credit Card,2026-01-10 19:55:45.094509,Success,,857,1,0,1,118699.69
TXN000415,C1744,13681.16,UPI,2026-01-10 20:30:01.620162,Success,,701,3,1,2,72109.88
TXN000416,C0957,3422.07,Debit Card,2026-01-10 21:04:18.145814,Success,,497,15,10,5,97597.74
TXN000417,C1705,17321.92,Net Banking,2026-01-10 21:38:34.671467,Success,,572,11,8,3,80536.81
TXN000418,C0161,19895.79,UPI,2026-01-10 22:12:51.197119,Success,,351,16,5,11,9319.97
TXN000419,C1604,4167.53,UPI,2026-01-10 22:47:07.722772,Success,,681,23,2,21,63751.16
TXN000420,C0801,2697.4,Net Banking,2026-01-10 23:21:24.248424,Success,,779,3,1,2,1972.95
TXN000421,C0398,3723.34,UPI,2026-01-10 23:55:40.774077,Success,,538,15,12,3,99450.95
TXN000422,C1301,21940.48,Debit Card,2026-01-11 00:29:57.299729,Success,,288,6,2,4,76470.14
TXN000423,C0816,13251.91,Credit Card,2026-01-11 01:04:13.825382,Success,,181,22,9,13,19461.31
TXN000424,C1940,11734.8,Credit Card,2026-01-11 01:38:30.351035,Success,,311,7,4,3,81557.63
TXN000425,C1528,2757.12,UPI,2026-01-11 02:12:46.876687,Success,,405,24,6,18,134814.69
TXN000426,C1920,16273.94,UPI,2026-01-11 02:47:03.402340,Success,,575,8,6,2,51403.37
TXN000427,C1416,21713.19,UPI,2026-01-11 03:21:19.927992,Success,,534,13,3,10,147364.13
TXN000428,C1159,20721.83,Debit Card,2026-01-11 03:55:36.453645,Success,,723,22,10,12,143927.3
TXN000429,C1219,15688.76,Debit Card,2026-01-11 04:29:52.979297,Success,,336,8,7,1,117903.82
TXN000430,C0401,1974.44,Debit Card,2026-01-11 05:04:09.504950,Success,,767,14,10,4,122163.1
TXN000431,C0640,2898.69,Credit Card,2026-01-11 05:38:26.030603,Success,,459,20,1,19,61876.53
TXN000432,C1057,1327.79,UPI,2026-01-11 06:12:42.556255,Abandoned,Checkout Abandoned,792,25,0,25,60679.89
TXN000433,C0688,6511.23,UPI,2026-01-11 06:46:59.081908,Failed,Technical Error,749,3,0,3,143182.41
TXN000434,C0460,3477.97,Net Banking,2026-01-11 07:21:15.607560,Success,,71,2,1,1,55246.34
TXN000435,C0955,6575.2,Credit Card,2026-01-11 07:55:32.133213,Success,,210,21,10,11,14982.5
TXN000436,C1907,9687.95,UPI,2026-01-11 08:29:48.658865,Success,,673,9,5,4,23328.81
TXN000437,C0470,23580.27,UPI,2026-01-11 09:04:05.184518,Failed,Insufficient Balance,79,26,7,19,106704.65
TXN000438,C1399,15298.36,UPI,2026-01-11 09:38:21.710171,Failed,Technical Error,710,24,18,6,57755.65
TXN000439,C1046,20890.85,UPI,2026-01-11 10:12:38.235823,Success,,506,3,3,0,30301.75
TXN000440,C0750,17787.75,Net Banking,2026-01-11 10:46:54.761476,Failed,Insufficient Balance,848,29,5,24,122161.03
TXN000441,C1694,2901.33,Net Banking,2026-01-11 11:21:11.287128,Success,,217,17,15,2,73556.69
TXN000442,C0038,18424.42,Net Banking,2026-01-11 11:55:27.812781,Success,,474,10,7,3,85362.36
TXN000443,C0230,6949.96,Wallet,2026-01-11 12:29:44.338433,Failed,Insufficient Balance,487,18,6,12,23515.43
TXN000444,C1389,16013.79,Net Banking,2026-01-11 13:04:00.864086,Success,,465,18,2,16,29316.75
TXN000445,C0563,8589.95,Credit Card,2026-01-11 13:38:17.389738,Failed,Network Error,140,17,0,17,19315.48
TXN000446,C0438,24942.04,UPI,2026-01-11 14:12:33.915391,Success,,482,12,6,6,77424.15
TXN000447,C1800,6662.43,Debit Card,2026-01-11 14:46:50.441044,Success,,678,24,5,19,116460.72
TXN000448,C1307,7050.35,UPI,2026-01-11 15:21:06.966696,Success,,286,3,2,1,109976.64
TXN000449,C0027,23273.74,UPI,2026-01-11 15:55:23.492349,Success,,63,2,1,1,39554.01
TXN000450,C0226,713.65,UPI,2026-01-11 16:29:40.018001,Success,,765,15,2,13,127806.75
TXN000451,C1301,17447.56,Credit Card,2026-01-11 17:03:56.543654,Success,,399,13,1,12,16296.3
TXN000452,C0798,18160.63,UPI,2026-01-11 17:38:13.069306,Success,,898,9,0,9,17550.47
TXN000453,C1633,20925.83,UPI,2026-01-11 18:12:29.594959,Success,,224,5,2,3,127470.99
TXN000454,C0284,24363.54,Credit Card,2026-01-11 18:46:46.120612,Failed,Network Error,20,7,4,3,37040.72
TXN000455,C0879,24392.49,Net Banking,2026-01-11 19:21:02.646264,Success,,463,26,6,20,106363.32
TXN000456,C0960,1725.39,Credit Card,2026-01-11 19:55:19.171917,Success,,420,23,22,1,1857.4
TXN000457,C1505,20563.8,Net Banking,2026-01-11 20:29:35.697569,Success,,740,15,5,10,14493.36
TXN000458,C0453,16193.12,UPI,2026-01-11 21:03:52.223222,Success,,726,9,9,0,91588.66
TXN000459,C1020,16218.82,UPI,2026-01-11 21:38:08.748874,Success,,722,21,21,0,27771.19
TXN000460,C1853,3295.91,Credit Card,2026-01-11 22:12:25.274527,Success,,593,20,10,10,4717.95
TXN000461,C0816,16289.66,Credit Card,2026-01-11 22:46:41.800180,Success,,118,26,6,20,70308.54
TXN000462,C0659,24563.82,Debit Card,2026-01-11 23:20:58.325832,Success,,36,6,6,0,49912.81
TXN000463,C1540,22804.28,Debit Card,2026-01-11 23:55:14.851485,Success,,425,18,15,3,120437.41
TXN000464,C0547,11034.35,Debit Card,2026-01-12 00:29:31.377137,Abandoned,Checkout Abandoned,358,27,7,20,122914.93
TXN000465,C1216,1094.7,Wallet,2026-01-12 01:03:47.902790,Success,,298,25,4,21,92356.26
TXN000466,C1073,9121.11,UPI,2026-01-12 01:38:04.428442,Failed,Card Declined,526,17,16,1,44308.55
TXN000467,C1536,20677.12,UPI,2026-01-12 02:12:20.954095,Success,,495,12,6,6,69513.18
TXN000468,C0017,17567.33,Credit Card,2026-01-12 02:46:37.479747,Success,,274,7,1,6,105487.28
TXN000469,C1196,11537.66,UPI,2026-01-12 03:20:54.005400,Success,,662,26,26,0,10861.63
TXN000470,C1244,1472.03,UPI,2026-01-12 03:55:10.531053,Abandoned,Checkout Abandoned,234,27,20,7,50208.31
TXN000471,C0158,10729.68,UPI,2026-01-12 04:29:27.056705,Success,,359,13,6,7,123444.27
TXN000472,C0477,11778.72,UPI,2026-01-12 05:03:43.582358,Success,,895,8,6,2,61201.27
TXN000473,C1070,23221.03,UPI,2026-01-12 05:38:00.108010,Success,,98,11,8,3,93887.87
TXN000474,C1397,16063.04,UPI,2026-01-12 06:12:16.633663,Success,,655,5,4,1,14901.99
TXN000475,C0518,7860.16,Debit Card,2026-01-12 06:46:33.159315,Abandoned,Checkout Abandoned,112,19,5,14,116668.37
TXN000476,C0099,13180.42,Credit Card,2026-01-12 07:20:49.684968,Failed,Technical Error,339,21,11,10,15519.59
TXN000477,C1916,1744.78,Debit Card,2026-01-12 07:55:06.210621,Failed,Insufficient Balance,134,27,15,12,129298.03
TXN000478,C1769,24316.95,Debit Card,2026-01-12 08:29:22.736273,Success,,313,22,10,12,16436.86
TXN000479,C1061,9065.49,UPI,2026-01-12 09:03:39.261926,Failed,Card Declined,92,11,5,6,133688.47
TXN000480,C0280,11998.9,UPI,2026-01-12 09:37:55.787578,Success,,276,23,16,7,54883.6
TXN000481,C1373,8946.57,UPI,2026-01-12 10:12:12.313231,Success,,410,18,9,9,93867.34
TXN000482,C0497,17094.54,Net Banking,2026-01-12 10:46:28.838883,Failed,Bank Timeout,395,11,6,5,127059.31
